title,year,director,running_time,views,likes,avg_rating,half_star,one_star,one_half_star,two_star,two_half_star,three_star,three_half_star,four_star,four_half_star,five_star
Godzilla: The Planet Eater,2018,"Kōbun Shizuno,Hiroyuki Seshita",90,3502,403,2.4,99,253,266,570,432,537,240,174,36,38
August in the Water,1995,Gakuryuu Ishii,117,1096,418,4.0,0,4,3,17,27,70,113,218,132,152
Robot Jox,1989,Stuart Gordon,85,3687,661,2.8,26,85,110,276,359,638,322,209,21,51
Royal Space Force - The Wings Of Honneamise,1987,Hiroyuki Yamaga,121,2780,601,3.6,5,19,19,64,74,286,347,483,166,126
Ghost in the Shell 2.0,2008,Mamoru Oshii,85,5129,746,3.6,14,54,24,106,149,361,415,679,222,213
Saturn 3,1980,Stanley Donen,95,3013,337,2.5,41,149,170,386,332,390,173,83,12,16
Gandahar,1987,René Laloux,83,1995,451,3.5,1,5,7,53,104,263,292,273,79,105
Cold Souls,2009,Sophie Barthes,101,3535,413,3.1,15,45,44,179,267,614,407,268,53,33
Vinyl,1965,Andy Warhol,70,1388,136,3.0,48,49,35,77,67,100,117,118,59,40
The Final Cut,2004,Omar Naim,95,6210,492,2.9,23,80,111,479,527,906,505,263,45,51
Patlabor 2: The Movie,1993,Mamoru Oshii,107,2843,837,4.0,1,5,10,27,48,172,255,511,328,271
Cypher,2002,Vincenzo Natali,95,3653,377,3.2,16,32,45,194,231,590,499,352,77,39
Godzilla vs. Megaguirus,2000,Masaaki Tezuka,105,2973,450,2.8,7,45,87,260,413,599,245,127,15,30
The Man from the Future,2011,Cláudio Torres,106,5891,898,3.4,19,52,46,163,237,751,706,693,153,217
Synchronic,2019,"Aaron Moorhead,Justin Benson",100,1094,223,3.2,6,19,16,77,87,226,222,169,38,20
Amazon Women on the Moon,1987,"Joe Dante,John Landis,Robert K. Weiss,Carl Gottlieb,Peter Horton",85,3569,600,3.1,22,44,49,201,229,548,375,298,46,69
The Fantastic Four,1994,Oley Sassone,90,3237,293,1.8,368,381,255,344,191,213,54,49,7,31
Pass Thru,2016,Neil Breen,90,2339,596,2.4,480,218,65,71,48,66,46,101,41,334
TiMER,2009,Jacqueline Schaeffer,99,4898,647,3.1,21,57,86,218,278,695,452,390,88,86
The Vast of Night,2019,Andrew Patterson,91,1040,298,3.6,5,8,6,37,54,137,166,257,79,47
My Stepmother is an Alien,1988,Richard Benjamin,108,5999,386,2.5,58,172,240,560,541,552,213,99,14,24
The Invisible Man Returns,1940,Joe May,81,2328,455,3.2,2,11,16,76,173,560,381,187,35,28
Truly Madly Deeply,1990,Anthony Minghella,106,2701,512,3.5,5,15,10,70,70,287,300,349,105,117
Strange Behavior,1981,Michael Laughlin,99,1576,312,3.1,7,18,22,101,148,362,256,144,25,9
Code 46,2003,Michael Winterbottom,92,3584,361,3.0,25,57,55,214,311,553,369,263,67,49
Regular Show: The Movie,2015,J.G. Quintel,70,3503,854,3.5,2,19,16,86,140,517,618,552,89,127
2019: After the Fall of New York,1983,Sergio Martino,96,1765,377,3.0,9,42,61,123,148,333,248,161,29,31
Down to Earth,2001,"Chris Weitz,Paul Weitz",87,7155,362,2.4,72,227,277,706,638,670,194,114,14,28
Doctor Who: The Waters of Mars,2009,Graeme Harper,62,7801,1174,3.8,10,24,9,87,133,484,516,787,313,443
Doctor Who: The Time of the Doctor,2013,Jamie Payne,60,7077,1106,3.6,17,44,37,115,153,532,523,735,245,325
The Day of the Triffids,1962,"Freddie Francis,Steve Sekely",93,2773,383,2.9,6,32,59,202,235,466,256,161,16,16
Time Freak,2018,Andrew Bowler,104,2645,299,2.6,66,156,145,348,329,480,187,117,21,41
Ultimate Avengers,2006,"Curt Geda,Steven E. Gordon,Bob Richardson",72,5011,565,2.8,25,79,112,362,457,865,389,209,24,40
Doctor Who: The Christmas Invasion,2005,James Hawes,61,7776,1160,3.6,6,20,29,95,157,602,624,753,143,307
Lazer Team,2015,Matt Hullum,102,3018,452,2.7,55,127,130,345,380,480,222,150,24,50
Jupiter's Moon,2017,Kornél Mundruczó,100,1685,167,2.9,18,49,62,163,214,348,219,137,32,29
Manborg,2011,Steven Kostanski,75,2170,501,3.0,39,66,72,147,179,331,236,244,48,85
Quarantine 2: Terminal,2011,John Pogue,86,4983,230,2.2,179,336,318,626,412,472,169,87,8,36
Ticks,1993,Tony Randel,85,2578,479,2.9,16,68,74,214,238,481,339,168,29,29
Doctor Who: A Christmas Carol,2010,Toby Haynes,62,6366,957,3.6,13,28,30,90,140,473,440,589,199,280
Power/Rangers,2015,Joseph Kahn,14,3531,642,3.1,25,61,63,168,196,543,411,392,62,60
Time of Eve: The Movie,2010,Yasuhiro Yoshiura,106,2260,368,3.5,3,9,10,51,92,232,293,372,103,50
Space Station 76,2014,Jack Plotnick,94,2097,231,2.6,41,91,103,262,272,313,204,93,14,12
Synchronicity,2015,Jacob Gentry,101,2618,268,2.7,24,114,125,295,337,454,269,146,27,33
The Mind's Eye,2015,Joe Begos,87,1546,301,2.8,25,58,84,172,209,262,212,148,27,13
Universal Soldier: The Return,1999,Mic Rodgers,82,5021,202,2.0,161,406,348,582,305,296,74,48,10,16
No Escape,1994,Martin Campbell,118,3771,372,2.8,10,57,86,294,371,647,289,153,14,18
RocketMan,1997,Stuart Gillard,95,5328,430,2.4,111,255,213,433,317,431,191,146,24,62
Laserblast,1978,Michael Rae,85,2563,250,1.8,229,366,206,232,117,161,48,55,7,29
The Lift,1983,Dick Maas,95,2492,297,2.9,12,45,75,201,263,532,221,152,16,11
The Snails,1966,René Laloux,10,2369,543,3.4,2,4,7,50,81,356,421,293,54,58
Happy Accidents,2000,Brad Anderson,110,1985,340,3.4,7,8,11,63,79,274,277,304,75,53
A Midsummer Night's Dream,1935,"William Dieterle,Max Reinhardt",143,1410,197,3.3,4,12,17,66,73,185,156,150,27,41
Frankenstein Conquers the World,1965,Ishirō Honda,93,1247,299,3.1,5,23,21,83,129,233,148,95,33,30
The Asphyx,1972,Peter Newbrook,99,1293,188,3.1,4,17,18,89,111,261,193,99,13,12
Nightmares,1983,Joseph Sargent,99,1669,252,2.9,2,17,35,134,201,355,168,76,8,10
Cold Tropics,2009,Kleber Mendonça Filho,22,2706,733,4.1,1,5,3,11,23,128,206,604,263,350
Mega Time Squad,2018,Tim van Dammen,86,1401,270,3.1,8,20,20,97,171,423,265,152,16,10
Appleseed,2004,Shinji Aramaki,101,3474,355,3.0,7,41,56,181,237,489,314,232,32,54
Roujin Z,1991,Hiroyuki Kitakubo,80,1838,307,3.4,1,7,12,42,79,259,294,222,44,29
Doctor Who: Planet of the Dead,2009,James Strong,59,6537,701,3.2,19,43,52,165,293,725,431,348,57,127
The Toxic Avenger Part III: The Last Temptation of Toxie,1989,"Lloyd Kaufman,Michael Herz",102,2766,298,2.4,51,126,161,309,290,320,82,46,11,19
Gamera 2: Attack of the Legion,1996,Shusuke Kaneko,99,1660,473,3.7,0,6,3,36,50,204,243,312,111,94
Gamera 3: Revenge of Iris,1999,Shusuke Kaneko,108,1538,466,3.8,1,8,14,29,62,131,186,244,114,184
Dragon Ball Z: Broly – Second Coming,1994,Shigeyasu Yamauchi,48,4764,432,2.5,68,166,200,493,442,579,209,140,12,40
Rupture,2016,Steven Shainberg,102,2075,132,2.2,91,203,224,376,276,240,100,41,9,4
The Terminal Man,1974,Mike Hodges,107,1231,169,2.8,11,26,48,131,150,220,101,85,16,11
Escape from the Bronx,1983,Enzo G. Castellari,89,1705,318,2.9,21,67,62,120,131,270,166,125,28,21
Spaced Invaders,1990,Patrick Read Johnson,100,2824,207,3.0,40,75,84,227,183,243,121,165,139,106
The Two Faces of Dr. Jekyll,1960,Terence Fisher,88,1337,217,3.1,4,9,15,67,145,276,218,123,19,13
"White Out, Black In",2014,Adirley Queirós,95,2148,344,3.4,15,16,24,84,101,270,302,318,74,109
Vanishing Waves,2012,Kristina Buožytė,120,1002,165,3.2,9,10,27,67,75,157,125,113,45,17
The Invisible Woman,1940,A. Edward Sutherland,72,1281,198,2.8,12,27,47,141,169,279,123,49,12,9
Psycho-Pass: The Movie,2015,"Katsuyuki Motohiro,Naoyoshi Shiotani",113,2399,312,3.3,13,18,38,75,157,406,402,275,71,56
Dead or Alive: Final,2002,Takashi Miike,89,1796,219,2.8,9,31,65,156,187,333,162,89,19,19
Undead,2003,"Michael Spierig,Peter Spierig",97,2579,245,2.7,33,82,93,228,258,353,171,114,19,21
Extinction,2015,Miguel Ángel Vivas,110,2115,210,2.7,34,69,75,250,280,345,205,106,11,14
Metropia,2009,Tarik Saleh,86,1961,207,3.0,4,35,28,130,160,304,213,141,33,26
Love Potion No. 9,1992,Dale Launer,97,4059,368,2.6,36,101,118,386,319,395,138,97,15,35
Far Cry,2008,Uwe Boll,95,3051,67,1.3,773,520,231,170,65,78,30,23,8,23
Death Race: Inferno,2013,Roel Reiné,105,3416,230,2.3,126,216,175,355,299,311,119,88,13,33
The Man Who Saves The World,1982,Çetin İnanç,91,1838,288,2.3,229,179,80,82,77,89,63,75,24,120
Atlantic Rim,2013,Jared Cohn,85,2060,66,1.0,733,384,98,64,28,29,10,8,3,7
Room 8,2013,James W. Griffiths,7,2253,497,3.7,1,5,7,36,54,195,346,480,133,86
Sssssss,1973,Bernard L. Kowalski,99,1620,232,2.7,31,34,56,164,172,311,115,55,4,16
Blood Freak,1972,"Steve Hawkes,Brad F. Grinter",86,1085,187,2.3,91,92,80,100,70,115,35,50,9,23
It! The Terror from Beyond Space,1958,Edward L. Cahn,69,1688,273,2.9,6,25,30,122,180,356,184,89,14,13
Zenon: The Zequel,2001,Manny Coto,100,6445,288,2.5,54,144,117,355,249,322,96,90,15,58
Shopping,1994,Paul W. S. Anderson,105,1211,185,3.0,6,26,24,89,87,177,120,90,24,22
Invasion of the Bee Girls,1973,Denis Sanders,85,1317,190,2.6,20,53,60,164,145,203,92,47,10,10
Megaforce,1982,Hal Needham,99,1524,216,2.2,58,120,133,196,103,121,43,50,7,22
Alive in Joburg,2005,Neill Blomkamp,6,2620,344,3.3,1,9,11,54,120,409,343,278,33,31
The Wave,2019,Gille Klabin,87,967,203,3.0,8,28,31,90,129,233,178,84,10,19
Schlock,1973,John Landis,80,1129,218,2.9,13,28,32,138,131,210,106,64,18,33
400 Days,2015,Matt Osterman,91,1854,106,2.1,99,174,174,308,203,182,74,31,6,10
Nekrotronic,2018,Kiah Roache-Turner,99,1210,236,2.8,19,29,59,169,171,278,171,76,14,10
At the Earth's Core,1976,Kevin Connor,90,2010,241,2.5,26,107,105,251,209,250,103,52,6,14
Splatter: Naked Blood,1996,Hisayasu Satô,76,1054,223,3.3,3,18,12,48,62,143,128,139,40,45
"Silent Night, Deadly Night 5: The Toy Maker",1991,Martin Kitrosser,90,1298,175,2.5,24,89,88,185,155,169,97,42,4,8
The Red Spectacles,1987,Mamoru Oshii,116,652,176,3.5,5,4,12,19,29,65,84,110,40,38
The Ghost of Lord Farquaad,2003,Simon J. Smith,12,3948,277,2.6,45,132,102,308,266,417,126,74,20,60
Ra.One,2011,Anubhav Sinha,156,3539,222,2.1,200,251,204,355,223,240,103,80,11,34
Scanners II: The New Order,1991,Christian Duguay,104,1582,164,2.6,17,36,74,203,189,230,82,35,6,6
Isolation,2005,Billy O'Brien,95,1557,180,3.0,9,32,44,91,166,301,191,119,12,14
Death House,2017,Harrison Smith,95,1064,54,1.5,246,272,131,127,44,40,9,13,2,6
Bleeding Steel,2017,Leo Zhang,109,2055,193,2.3,71,164,183,310,229,256,81,62,11,24
Vidocq,2001,Pitof,98,3014,185,2.8,50,63,73,205,232,372,223,125,36,17
CQ,2001,Roman Coppola,88,1886,293,3.2,8,24,24,92,125,284,214,161,47,31
The Manhattan Project,1986,Marshall Brickman,118,1978,237,3.0,2,18,21,89,150,362,132,101,17,25
First Man Into Space,1959,Robert Day,77,864,80,2.7,4,10,25,110,112,150,58,24,1,4
The Monolith Monsters,1957,John Sherwood,77,949,165,3.0,4,8,18,57,101,218,99,66,7,8
Ghost in the Shell Arise - Border 1: Ghost Pain,2013,"Kazuchika Kise,Masahiko Murata",58,2146,317,3.2,4,17,22,95,144,387,295,201,34,34
The Mask of Fu Manchu,1932,"Charles Brabin,Charles Vidor",68,1278,184,3.0,4,20,31,80,104,220,147,91,16,8
Golem,1980,Piotr Szulkin,92,471,73,3.4,0,3,1,25,26,69,67,72,19,9
Empire of the Ants,1977,Bert I. Gordon,89,1491,191,2.5,28,74,85,192,145,188,68,37,8,12
Damnation Alley,1977,Jack Smight,91,1441,189,2.6,14,46,78,169,202,219,82,43,4,10
Message from Space,1978,Kinji Fukasaku,105,932,186,2.9,7,28,36,87,83,150,89,63,11,13
L'Inhumaine,1924,Marcel L'Herbier,123,737,137,3.6,0,1,8,21,29,77,108,122,54,39
Sexmission,1984,Juliusz Machulski,117,1576,211,3.4,11,15,23,49,65,173,217,253,80,49
Blood Beach,1980,Jeffrey Bloom,92,1286,123,2.4,18,81,81,205,138,137,42,22,1,13
Cream,2017,David Firth,13,1814,549,3.8,4,5,4,22,28,129,219,398,113,117
Burst City,1982,Gakuryuu Ishii,115,688,133,3.3,1,17,10,39,29,95,92,85,18,23
Parallels,2015,Christopher Leone,83,1917,190,2.8,19,62,79,186,178,322,173,109,26,23
The Raiders of Atlantis,1983,Ruggero Deodato,92,1001,234,3.0,12,28,43,67,87,150,122,120,23,30
Phineas and Ferb: Star Wars,2014,"Sue Perrotto,Robert Hughes",51,2291,483,3.4,6,20,25,65,78,275,260,255,71,112
My Science Project,1985,Jonathan R. Betuel,94,1784,233,2.8,8,38,51,170,179,265,121,70,9,17
Koi... Mil Gaya,2003,Rakesh Roshan,171,3112,351,3.1,35,45,51,136,180,396,261,218,47,68
2.0,2018,S. Shankar,149,1554,206,2.5,65,96,87,196,186,261,114,84,10,27
The Invisible Ray,1936,Lambert Hillyer,80,1051,172,3.1,1,2,12,59,97,234,129,75,10,12
Assimilate,2019,John Murlowski,93,1382,133,2.3,58,110,143,230,188,222,88,37,2,9
Genocide,1968,Kazui Nihonmatsu,84,855,119,2.7,14,22,42,87,113,149,74,35,7,9
The Day of the Dolphin,1973,Mike Nichols,104,1082,115,2.7,4,25,56,115,142,164,70,35,3,10
Gnome Alone,2017,Peter Lepeniotis,85,1686,114,2.1,121,187,142,235,156,164,45,45,4,20
Sleep Dealer,2008,Alex Rivera,90,1267,137,2.9,13,29,37,116,120,225,128,100,15,7
The Deadly Mantis,1957,Nathan H. Juran,79,1267,166,2.6,15,38,60,133,173,171,71,34,3,14
Night Shadows,1984,John “Bud” Cardos,99,1111,187,2.6,11,51,61,142,146,229,97,41,6,4
The Mysterians,1957,Ishirō Honda,89,938,196,3.1,1,8,11,52,99,200,119,82,14,14
Battlestar Galactica: Razor,2007,Félix Enríquez Alcalá,88,3066,366,3.4,2,17,17,74,106,382,346,356,71,83
Ghost in the Shell: The New Movie,2015,"Kazuchika Kise,Nomura Kazuya",100,1624,223,3.1,5,15,24,70,156,332,192,147,26,35
Panic in Year Zero!,1962,Ray Milland,93,1114,180,3.1,3,11,11,54,92,252,168,115,15,7
The Creeping Flesh,1973,Freddie Francis,94,973,182,3.1,1,6,14,53,78,239,133,62,7,11
Just Visiting,2001,Jean-Marie Poiré,88,3208,169,2.4,57,138,128,292,298,266,121,72,5,36
Robowar,1988,Bruno Mattei,92,994,232,2.7,21,45,51,117,115,180,94,67,5,18
The Amazing Spider-Man,1977,E.W. Swackhamer,92,1525,153,2.4,26,73,91,212,114,139,39,35,4,26
Island of Terror,1966,Terence Fisher,89,961,179,3.1,2,4,15,68,91,234,140,68,8,13
Flores,2017,Jorge Jácome,26,1250,279,3.4,1,9,12,32,79,227,169,145,32,47
Mr. Destiny,1990,James Orr,110,2651,246,2.7,21,49,77,214,207,335,160,102,15,19
Godmonster of Indian Flats,1973,Fredric Hobbs,89,826,172,2.6,34,52,55,80,81,122,67,43,8,18
Doppelganger,2003,Kiyoshi Kurosawa,107,1045,152,3.2,7,8,8,40,64,172,150,108,24,15
The Frame,2014,Jamin Winans,127,745,159,3.3,7,15,26,35,52,90,120,115,38,29
The Day,2011,Douglas Aarniokoski,85,1472,119,2.6,25,60,90,171,194,230,116,48,7,4
Blinky™,2011,Ruairi Robinson,13,1610,254,3.4,7,15,21,47,52,240,203,225,48,35
Lucid Dream,2017,Kim Joon-Sung,101,1532,114,2.6,25,60,103,217,170,273,112,62,13,21
Dracula 3000,2004,Darrell James Roodt,86,1533,70,1.3,359,267,97,59,27,30,10,5,4,13
Doctor Who: Resolution,2019,Wayne Che Yip,60,1800,357,3.1,34,47,35,75,118,250,220,196,45,64
G.I. Joe: The Movie,1987,Don Jurwich,93,2212,359,3.1,5,32,30,98,120,322,190,141,31,63
Nightmare Weekend,1986,Henri Sala,86,786,142,2.5,40,61,58,81,89,123,54,40,5,8
The Sand,2015,Isaac Gabaeff,84,1349,114,2.0,144,174,119,182,111,142,53,18,5,12
Mom and Dad Save the World,1992,Greg Beeman,88,2212,239,2.5,29,99,99,198,182,204,102,66,8,19
Watchers,1988,Jon Hess,91,1545,153,2.6,10,46,49,165,152,203,88,35,6,10
The Pumaman,1980,Alberto De Martino,97,1407,145,1.7,134,240,98,101,41,55,16,26,4,13
KISS Meets the Phantom of the Park,1978,Gordon Hessler,96,1194,183,2.3,60,116,56,118,78,98,32,41,3,34
Invitation to Hell,1984,Wes Craven,96,837,118,2.6,7,34,56,131,132,150,61,18,1,9
Storage 24,2012,Johannes Roberts,87,1328,94,2.2,53,118,110,208,141,165,47,20,4,6
To Boldly Flee,2012,Doug Walker,209,1418,75,1.2,664,118,40,39,37,37,20,18,8,19
Cabbage Soup,1981,Jean Girault,98,3070,309,3.2,11,29,38,88,110,348,232,224,38,71
Not of This Earth,1957,Roger Corman,67,713,146,3.1,2,7,12,37,65,143,95,50,5,6
The Dark,1979,John “Bud” Cardos,92,811,96,2.3,17,68,83,142,98,98,30,13,3,3
Endgame,1983,Joe D'Amato,98,723,129,2.9,15,24,25,66,89,121,70,45,6,22
Patrick,2013,Mark Hartley,96,1247,72,2.3,34,77,95,172,187,149,70,22,1,3
Millennium,1989,Michael Anderson,108,1585,137,2.6,16,44,49,165,155,215,87,46,10,8
The Beyond,2017,Hasraf Dulull,92,1105,107,2.5,36,73,88,172,170,176,70,44,9,12
It's All About Love,2003,Thomas Vinterberg,104,1340,75,2.6,42,55,76,132,115,137,94,61,23,10
Lords of the Deep,1989,Mary Ann Fisher,77,1191,62,1.6,106,260,152,158,45,49,12,8,0,0
The Drifting Classroom,1987,Nobuhiko Ōbayashi,104,478,89,3.1,1,13,10,38,34,85,47,54,7,10
Welcome to the Space Show,2010,Koji Masunari,136,747,127,3.2,1,6,14,33,51,105,115,77,15,15
Deadly Eyes,1982,Robert Clouse,87,770,126,2.8,5,11,30,88,81,150,63,39,2,9
Zoombies,2016,Glenn Miller,90,1333,93,1.6,248,229,109,126,70,64,14,14,1,21
The Thaw,2009,Mark A. Lewis,90,1396,83,2.4,30,74,81,179,178,205,59,30,1,5
Under Electric Clouds,2015,Alexey German Jr.,137,776,125,3.4,6,9,9,39,52,102,111,123,42,25
King of Thorn,2009,Kazuyoshi Katayama,105,1270,155,2.9,10,26,44,77,118,185,132,86,21,15
Shelter,2016,Toshifumi Akai,6,1643,317,3.3,12,32,31,72,96,144,113,184,57,110
Officer Downe,2016,Shawn Crahan,88,888,95,2.2,60,125,88,130,90,106,45,33,2,7
Good Boy!,2003,John Robert Hoffman,87,2831,121,2.1,80,162,157,193,154,135,42,26,6,22
Turtles Forever,2009,"Roy Burdine,Lloyd Goldfine",78,1658,348,3.5,5,5,7,32,64,210,212,239,51,59
The Incredible Hulk,1977,Kenneth Johnson,95,1869,269,3.1,7,25,25,83,81,273,123,104,13,38
Trancers II: The Return of Jack Deth,1991,Charles Band,85,1016,184,2.9,6,19,28,87,137,191,111,55,11,13
Moontrap,1989,Robert Dyke,92,1036,82,2.3,22,63,79,158,129,128,37,16,2,5
Altitude,2010,Kaare Andrews,90,1596,83,2.2,54,115,106,205,160,130,59,26,4,6
The Giant Behemoth,1959,"Eugène Lourié,Douglas Hickox",80,866,123,2.8,3,11,32,91,145,168,62,28,6,6
Battlestar Galactica,1978,"Richard A. Colla,Alan J. Levi",125,1732,229,3.1,2,14,20,83,103,309,126,109,15,28
Battle for Terra,2007,Aristomenis Tsirbas,85,1836,91,2.5,29,70,90,193,138,191,81,64,11,12
Battlestar Galactica: The Plan,2009,Edward James Olmos,112,2243,202,3.1,6,20,25,107,121,338,214,155,30,44
Captain America,1979,Rod Holcomb,97,1092,59,1.7,102,185,87,136,55,48,12,10,2,2
Sense8: Creating the World,2018,"Lana Wachowski,Josh Oreck",25,2013,274,3.9,11,9,13,14,35,118,102,235,116,245
Nick Fury: Agent of S.H.I.E.L.D.,1998,Rod Hardy,120,1063,51,2.0,48,118,96,133,61,54,24,8,2,4
Gamera vs. Jiger,1970,Noriaki Yuasa,83,800,134,2.7,11,29,32,94,101,140,55,29,1,8
Devil's Gate,2017,Clay Staub,94,977,98,2.4,33,77,75,155,142,133,61,33,2,5
The Vineyard,1989,"James Hong,William Rice",95,759,149,2.7,7,29,43,91,90,169,71,43,5,6
Ga-ga: Glory to the Heroes,1986,Piotr Szulkin,84,339,68,3.5,0,2,1,7,14,35,63,57,16,14
Mobile Suit Gundam: Char's Counterattack,1988,Yoshiyuki Tomino,124,1260,334,3.6,4,5,11,31,52,117,166,245,68,77
Sheena,1984,John Guillermin,117,1397,102,2.3,19,79,68,141,91,98,34,26,4,3
Deathrow Gameshow,1987,Mark Pirro,83,724,146,2.7,14,57,41,65,87,123,84,45,3,5
The Alligator People,1959,Roy Del Ruth,74,767,127,2.8,2,21,23,53,102,153,61,28,2,7
LFO,2013,Antonio Tublén,94,756,130,3.2,2,9,9,54,41,142,130,110,15,16
The McPherson Tape,1989,Dean Alioto,65,577,130,3.1,6,9,9,47,60,130,75,56,7,14
Appleseed,1988,Kazuyoshi Katayama,66,1234,152,3.0,4,17,17,63,81,215,100,67,5,10
Gantz: Perfect Answer,2011,Shinsuke Sato,141,1468,170,3.1,8,19,28,83,116,242,155,112,24,19
Invasion of the Saucer-Men,1957,Edward L. Cahn,69,742,114,2.7,7,24,31,77,90,114,41,26,2,6
Revolt,2017,Joe Miale,87,1114,76,2.4,38,68,84,204,181,185,50,24,2,9
Replace,2017,Norbert Keil,101,660,66,2.6,20,28,42,120,102,101,62,27,7,1
Blackadder: Back & Forth,1999,Paul Weiland,33,2444,252,3.4,0,14,8,54,65,275,236,250,49,51
The I Inside,2004,Roland Suso Richter,90,1369,56,2.8,7,28,37,115,139,206,94,63,11,8
Slipstream,1989,Steven Lisberger,102,1002,73,2.4,22,43,59,134,89,90,37,8,3,4
The Astrologer,1975,Craig Denney,96,404,136,3.6,5,13,17,8,14,31,26,54,19,73
Steak,2007,Quentin Dupieux,82,1203,192,3.3,6,18,10,56,64,164,144,117,33,36
Gamera vs. Zigra,1971,Noriaki Yuasa,87,927,110,2.3,37,67,70,123,80,75,23,24,5,10
Steel Dawn,1987,Lance Hool,97,1229,121,2.4,8,61,57,158,133,148,43,13,3,5
The Brainiac,1962,Chano Urueta,77,773,139,2.7,8,43,34,79,68,109,65,46,6,15
Lake Placid 2,2007,David Flores,88,1491,72,1.7,138,213,139,154,67,71,11,13,5,12
Hollow Man II,2006,Claudio Fäh,91,1617,51,1.9,86,168,172,227,101,69,18,10,1,6
Moon 44,1990,Roland Emmerich,98,1106,92,2.6,6,39,52,127,154,142,64,30,1,5
The Amazing Transparent Man,1960,Edgar G. Ulmer,57,803,66,2.2,23,58,85,96,72,93,20,6,2,4
Codependent Lesbian Space Alien Seeks Same,2012,Madeleine Olnek,76,261,67,3.4,3,6,6,10,5,30,34,35,11,18
Special,2006,"Hal Haberman,Jeremy Passmore",81,1138,141,3.2,6,9,16,53,73,215,145,136,30,14
Spasms,1983,William Fruet,90,513,73,2.7,3,16,29,76,72,83,38,16,1,9
Battle in Outer Space,1959,Ishirō Honda,90,622,114,3.0,4,9,10,45,85,134,67,35,8,6
Zone Troopers,1985,Danny Bilson,86,808,125,2.8,7,22,18,91,96,152,53,28,2,10
Returner,2002,Takashi Yamazaki,116,1408,144,3.0,5,23,21,82,95,191,129,84,11,12
I Married a Strange Person!,1997,Bill Plympton,72,667,124,3.6,1,4,8,9,29,67,100,92,35,33
Barren Illusion,1999,Kiyoshi Kurosawa,95,440,77,3.4,1,7,6,21,27,54,57,52,24,18
The Jetsons Meet the Flintstones,1987,Don Lusk,89,2575,182,2.8,10,32,46,119,154,263,85,67,5,17
